N,P,K,temperature,humidity,ph,rainfall,label
22.14,33.9,38.01,22.64,68.62,7.5,99.85,grapes
37.46,41.6,32.33,24.4,71.04,6.64,74.41,grapes
24.33,36.91,29.98,27.35,65.65,7.09,85.52,grapes
24.3,31.45,30.46,24.7,66.56,6.98,67.67,grapes
30.0,32.87,37.01,24.96,61.48,7.09,125.08,grapes
34.17,37.19,33.42,23.58,62.72,6.88,72.92,grapes
20.55,39.1,35.11,22.86,61.15,6.89,75.15,grapes
29.31,46.82,38.26,21.26,61.18,6.85,69.37,grapes
19.99,40.66,36.6,24.9,65.79,6.78,80.07,grapes
32.58,45.65,32.49,21.96,61.59,6.54,93.04,grapes
19.3,40.2,38.22,20.4,62.06,6.82,87.85,grapes
32.6,37.29,41.32,23.36,62.05,6.48,101.03,grapes
30.15,41.17,38.07,19.96,61.58,6.49,77.76,grapes
27.9,43.0,40.99,23.41,64.25,6.59,91.34,grapes
31.01,42.03,38.99,19.4,64.54,7.22,83.43,grapes
35.7,36.47,35.87,21.73,61.7,7.02,103.23,grapes
30.13,31.86,35.22,26.51,70.23,6.7,65.1,grapes
34.2,36.62,39.72,24.56,62.35,6.82,109.63,grapes
29.25,32.83,27.06,22.46,63.77,7.05,73.19,grapes
37.77,31.31,46.66,27.45,65.42,6.31,89.17,grapes
28.07,31.63,36.46,22.35,62.86,6.74,81.38,grapes
40.39,35.32,37.2,24.29,66.06,6.93,103.22,grapes
31.33,39.12,35.29,23.72,62.26,6.78,93.62,grapes
32.01,38.9,33.84,23.89,63.34,6.89,86.68,grapes
30.9,43.0,31.45,25.19,65.1,7.41,86.76,grapes
33.48,38.08,28.06,22.96,67.64,6.67,56.7,grapes
29.84,32.54,35.66,27.1,67.31,7.26,81.58,grapes
29.28,32.78,31.58,22.15,61.08,7.21,58.62,grapes
36.85,44.23,37.5,21.77,60.25,6.64,99.38,grapes
30.02,32.78,40.74,27.37,64.32,6.83,67.37,grapes
27.93,40.55,36.77,22.98,64.18,6.67,85.82,grapes
32.12,28.16,34.63,24.7,63.29,6.66,83.24,grapes
27.6,38.03,35.65,19.8,66.96,6.71,118.99,grapes
24.04,33.66,33.99,24.83,59.15,6.55,98.87,grapes
25.26,44.85,32.73,22.2,66.83,7.28,96.25,grapes
36.3,46.38,30.39,25.88,60.43,6.93,88.93,grapes
36.21,43.86,37.85,24.6,66.53,6.82,89.08,grapes
37.21,45.81,34.29,24.48,65.24,6.32,84.95,grapes
38.0,34.25,45.57,26.34,66.2,6.97,76.24,grapes
28.67,45.21,31.93,26.12,60.87,6.44,118.52,grapes
29.94,35.31,41.81,26.49,67.76,6.63,85.7,grapes
31.56,41.47,32.46,24.34,65.8,7.19,101.32,grapes
22.47,36.93,30.36,25.14,67.77,6.83,85.98,grapes
30.35,39.04,31.8,21.56,58.85,7.18,97.45,grapes
31.81,44.33,28.72,20.53,66.15,6.89,64.03,grapes
31.8,36.0,30.96,23.33,57.68,6.62,79.44,grapes
32.79,37.21,38.19,18.9,62.48,6.97,85.37,grapes
34.23,28.98,38.66,22.72,62.79,7.1,107.43,grapes
35.17,48.19,41.33,22.41,65.42,6.69,120.44,grapes
35.52,37.06,39.39,21.54,65.75,6.52,64.67,grapes
33.92,42.54,37.29,23.63,61.2,6.45,75.46,grapes
28.83,43.38,40.3,20.7,62.92,6.58,52.03,grapes
32.83,36.77,34.43,26.69,65.26,6.67,98.58,grapes
35.29,39.48,38.45,23.71,64.75,6.83,78.7,grapes
27.16,44.89,45.04,27.18,61.03,6.37,72.14,grapes
30.67,23.96,32.06,26.81,67.95,6.65,83.5,grapes
32.84,42.68,32.33,23.53,63.3,6.4,86.7,grapes
28.52,31.7,38.23,24.97,67.09,6.57,60.25,grapes
32.34,34.68,30.55,21.49,64.17,7.27,82.42,grapes
24.55,41.26,35.86,19.76,66.99,7.44,50.99,grapes
23.82,23.76,34.62,25.98,65.32,7.22,102.46,grapes
38.51,43.8,32.99,24.13,62.39,6.73,90.93,grapes
29.58,44.71,33.35,22.14,62.39,7.0,68.95,grapes
28.99,44.64,36.46,23.85,64.89,6.49,77.14,grapes
29.02,39.36,39.74,24.19,69.06,7.28,101.93,grapes
36.12,33.05,29.25,25.04,60.98,6.71,101.57,grapes
37.07,36.73,31.75,24.64,61.78,6.75,89.88,grapes
29.86,38.44,30.83,22.55,62.76,6.31,95.13,grapes
34.47,41.98,33.69,22.38,67.23,6.99,93.26,grapes
38.72,37.87,33.72,23.2,60.32,7.0,88.42,grapes
32.55,47.21,33.05,19.32,66.44,6.85,79.01,grapes
31.99,41.93,30.27,23.4,69.43,6.58,91.0,grapes
16.88,30.59,35.79,26.46,60.91,6.82,84.36,grapes
34.77,31.91,37.15,22.69,65.67,6.82,86.22,grapes
32.39,38.22,34.34,23.29,65.23,6.87,75.16,grapes
28.25,32.72,34.8,22.82,67.31,7.0,76.16,grapes
29.99,41.19,34.12,22.54,61.72,7.06,103.54,grapes
28.96,41.83,20.17,26.66,64.53,6.84,85.19,grapes
36.98,32.7,42.37,24.79,66.87,6.7,70.38,grapes
34.65,39.56,41.81,23.61,63.74,7.22,118.68,grapes
30.05,34.24,39.05,23.49,66.8,6.72,113.46,grapes
26.5,40.4,32.56,23.44,63.76,7.02,103.78,grapes
32.79,37.46,35.7,25.8,67.79,5.99,85.92,grapes
28.88,41.35,34.67,25.44,61.76,6.88,103.5,grapes
22.63,50.57,40.95,24.0,62.51,6.75,91.26,grapes
32.2,45.5,32.62,25.13,61.12,6.68,95.65,grapes
33.46,34.23,32.8,26.92,68.49,6.86,56.45,grapes
40.56,41.9,28.44,27.96,73.13,6.32,109.26,watermelon
23.37,40.44,40.15,29.45,71.48,5.92,102.59,watermelon
33.16,46.37,28.71,29.72,77.01,6.52,83.24,watermelon
15.27,43.48,33.99,26.82,71.97,6.12,96.56,watermelon
25.28,48.45,30.74,27.24,74.75,5.82,114.27,watermelon
32.96,48.95,29.21,28.01,72.25,6.17,85.21,watermelon
25.23,40.17,24.15,30.36,71.84,6.11,78.34,watermelon
22.2,51.68,26.86,30.22,72.49,5.37,121.89,watermelon
31.42,38.16,29.86,26.7,77.48,5.93,87.15,watermelon
24.35,42.4,36.85,32.58,70.8,6.31,96.23,watermelon
23.09,54.11,36.81,29.38,76.75,6.56,96.23,watermelon
29.63,49.56,25.27,32.35,71.32,6.66,94.92,watermelon
29.69,41.83,27.34,28.46,76.14,5.51,76.42,watermelon
24.37,36.61,37.55,31.52,73.78,6.01,115.03,watermelon
20.06,52.71,26.58,28.48,70.71,5.88,123.88,watermelon
31.94,48.08,23.88,29.36,73.56,6.28,77.59,watermelon
33.38,42.61,25.23,25.29,73.82,6.94,79.77,watermelon
28.85,47.55,23.65,28.04,69.42,6.5,114.88,watermelon
28.8,37.79,27.79,27.74,69.07,6.17,103.62,watermelon
30.45,41.96,30.29,28.84,68.11,6.25,86.25,watermelon
21.26,43.85,26.94,29.46,74.54,5.91,96.38,watermelon
18.95,49.66,23.2,27.97,76.02,6.13,77.04,watermelon
31.57,45.45,26.83,27.95,70.69,6.14,66.61,watermelon
27.09,50.92,25.52,27.83,68.45,6.38,113.05,watermelon
33.9,35.76,32.5,31.87,73.53,6.34,87.93,watermelon
29.1,48.18,31.64,26.5,70.63,6.56,99.87,watermelon
28.6,39.23,35.94,32.32,75.79,6.63,89.62,watermelon
25.5,41.22,30.19,31.86,75.5,6.36,73.53,watermelon
19.56,43.2,34.4,28.84,77.74,5.88,76.87,watermelon
24.68,38.49,32.63,28.16,67.36,6.47,68.6,watermelon
22.64,33.89,31.04,29.37,77.75,6.47,116.62,watermelon
29.44,37.12,30.64,30.18,74.11,6.06,102.33,watermelon
23.33,36.78,24.42,29.05,68.47,6.07,108.54,watermelon
22.85,39.48,30.36,29.49,70.5,6.44,103.86,watermelon
33.7,41.59,27.44,27.63,72.92,6.09,86.46,watermelon
25.76,38.58,31.0,26.17,72.91,6.4,86.29,watermelon
37.61,42.09,22.19,28.44,72.19,6.33,91.14,watermelon
22.94,36.53,26.73,27.88,68.6,5.98,104.89,watermelon
36.24,45.78,36.53,30.95,74.5,6.1,97.11,watermelon
25.9,40.9,30.34,30.43,73.27,6.15,95.83,watermelon
30.17,45.34,22.41,26.85,75.32,6.18,88.64,watermelon
26.68,40.68,32.79,26.78,72.07,6.27,100.94,watermelon
29.11,44.58,27.14,27.12,79.37,6.11,92.23,watermelon
31.39,49.98,27.28,27.0,68.27,6.68,79.43,watermelon
27.86,37.11,22.76,28.42,69.19,5.99,125.09,watermelon
30.12,46.66,34.12,28.8,70.68,6.27,97.53,watermelon
25.16,42.65,26.47,28.66,70.99,5.82,59.73,watermelon
23.3,51.02,28.45,30.55,65.63,5.9,74.68,watermelon
26.99,54.11,32.3,32.39,71.24,6.61,126.1,watermelon
27.45,39.3,23.41,28.38,72.25,6.81,75.58,watermelon
28.3,32.93,27.87,29.62,73.54,6.38,100.96,watermelon
30.9,42.23,24.76,25.3,70.36,6.16,113.81,watermelon
27.5,41.02,31.93,28.46,74.43,6.79,127.86,watermelon
28.49,43.68,37.89,28.7,74.04,5.86,90.34,watermelon
33.78,38.41,29.36,25.85,78.02,6.58,97.82,watermelon
30.54,43.98,36.92,27.96,74.2,6.52,113.23,watermelon
16.7,39.0,24.9,29.3,65.95,5.59,127.55,watermelon
31.09,42.61,31.82,29.29,74.99,6.01,97.8,watermelon
29.14,36.77,36.38,28.11,75.05,6.23,119.5,watermelon
22.79,36.58,25.47,29.27,76.62,6.68,60.35,watermelon
29.25,25.94,33.98,31.24,71.88,6.23,96.1,watermelon
24.08,44.16,28.84,30.86,71.66,5.94,71.96,watermelon
18.68,48.56,27.71,29.68,77.35,6.03,85.59,watermelon
27.34,42.15,39.44,32.13,73.86,6.63,92.33,watermelon
29.5,40.49,23.55,31.41,73.6,6.21,94.96,watermelon
20.47,37.11,31.68,27.94,71.35,6.17,84.76,watermelon
23.16,33.94,29.27,30.24,67.07,6.19,99.22,watermelon
23.05,49.11,28.07,28.8,71.52,5.67,110.13,watermelon
23.22,40.82,32.99,31.92,68.76,6.07,115.74,watermelon
30.32,45.36,24.74,28.24,71.5,5.94,69.88,watermelon
25.45,48.77,30.3,31.75,72.54,5.97,114.16,watermelon
29.06,46.81,24.66,31.08,75.21,6.29,82.9,watermelon
27.77,45.06,31.17,30.2,75.04,6.01,77.67,watermelon
27.81,40.35,33.93,26.85,75.06,6.61,95.0,watermelon
28.3,38.16,27.29,28.18,76.33,6.18,75.17,watermelon
29.28,46.13,29.87,31.94,74.33,5.89,86.73,watermelon
29.13,33.67,31.68,25.48,75.07,6.47,102.57,watermelon
24.62,42.85,27.43,26.94,70.98,6.41,95.66,watermelon
35.25,45.83,33.29,25.78,71.14,5.88,92.25,watermelon
24.53,40.11,35.31,29.95,75.02,5.72,95.87,watermelon
32.83,49.53,22.26,28.3,75.1,6.14,81.34,watermelon
20.25,37.26,21.56,29.12,74.69,5.82,98.87,watermelon
32.23,41.99,21.95,29.77,71.84,6.15,86.8,watermelon
28.43,44.55,41.95,29.22,76.53,6.31,93.51,watermelon
28.74,35.89,31.53,25.02,69.41,6.23,112.91,watermelon
35.15,40.82,30.78,30.97,68.01,6.32,82.58,watermelon
27.14,39.7,32.18,30.1,74.67,6.3,97.57,watermelon
37.27,34.38,38.48,28.42,73.71,6.1,84.46,watermelon
30.42,47.21,32.37,27.92,82.83,6.56,109.0,watermelon
26.24,38.87,28.6,31.16,69.03,5.88,103.09,watermelon
29.6,38.15,24.54,31.88,73.07,5.79,75.6,watermelon
26.19,45.66,32.98,31.26,67.53,6.27,116.39,watermelon
34.66,43.79,41.74,30.22,75.13,6.21,83.29,watermelon
23.62,42.91,28.94,25.46,68.92,6.1,105.91,watermelon
27.92,41.64,25.07,29.05,75.96,6.25,72.39,watermelon
21.74,44.94,28.88,28.85,70.16,6.35,90.49,watermelon
27.07,37.74,34.61,28.56,73.82,5.84,121.01,watermelon
34.39,32.45,25.99,29.96,68.04,6.16,101.4,watermelon
27.08,44.69,26.53,24.51,74.95,6.49,132.55,watermelon
16.96,45.75,20.16,32.51,73.46,5.91,106.7,watermelon
25.23,43.5,31.03,32.49,77.44,6.02,110.87,watermelon
29.77,34.94,26.52,33.67,73.07,6.5,91.82,watermelon
25.3,42.14,28.67,26.01,68.99,6.41,89.29,watermelon
28.13,43.17,31.57,31.29,68.7,6.37,106.33,watermelon
32.93,34.94,31.27,32.43,71.7,6.35,106.71,watermelon
22.87,51.17,32.5,30.04,67.01,6.44,102.6,watermelon
36.12,40.44,25.06,27.64,70.49,5.86,114.35,watermelon
34.64,41.02,28.04,25.37,74.09,6.7,85.44,watermelon
27.42,44.17,38.62,29.4,72.59,6.25,73.62,watermelon
20.77,37.96,35.06,28.33,70.41,6.04,92.94,watermelon
36.51,41.24,26.07,29.05,77.27,6.05,77.28,watermelon
25.5,42.64,33.44,31.01,68.86,5.91,90.15,watermelon
31.42,35.7,26.96,27.81,74.83,6.36,108.56,watermelon
34.69,40.47,24.06,26.64,66.49,6.06,89.24,watermelon
31.94,42.08,27.55,28.77,68.88,6.51,83.21,watermelon
22.3,46.09,32.87,25.55,74.57,5.98,89.39,watermelon
28.94,44.93,32.23,28.9,70.73,6.32,93.22,watermelon
37.03,44.93,25.38,28.04,72.14,6.59,116.17,watermelon
26.02,37.33,24.69,29.5,78.91,6.36,71.09,watermelon
24.37,38.88,25.89,28.22,73.11,6.4,111.38,watermelon
30.62,32.23,24.71,28.68,72.44,6.46,95.65,watermelon
28.25,43.19,28.72,29.17,75.38,6.17,94.55,watermelon
27.83,48.49,24.46,32.55,68.47,6.0,106.17,watermelon
33.15,34.98,24.54,29.56,79.03,6.57,91.28,watermelon
15.9,42.41,31.81,28.23,69.45,6.25,80.87,watermelon
37.36,49.58,33.29,29.18,70.02,6.19,119.59,watermelon
32.34,43.02,34.62,30.09,73.19,6.49,102.76,watermelon
32.29,42.81,28.73,27.9,70.0,5.72,81.32,watermelon
23.3,39.46,37.81,28.68,72.73,6.28,118.81,watermelon
25.12,40.89,29.47,31.27,76.03,6.34,113.49,watermelon
28.89,41.14,35.89,29.98,69.79,6.5,91.87,watermelon
26.35,46.47,29.56,29.78,73.99,5.97,100.77,watermelon
34.75,37.22,32.25,27.34,75.06,6.5,89.69,watermelon
39.05,47.53,33.53,30.3,74.95,5.9,97.92,watermelon
29.92,40.0,32.32,31.46,70.73,6.18,82.69,watermelon
19.07,45.89,29.87,29.1,69.04,6.14,111.45,watermelon
28.0,42.15,31.04,26.53,73.87,5.82,80.91,watermelon
22.75,41.12,28.24,29.0,69.28,6.5,107.51,watermelon
27.13,39.61,27.1,28.38,67.8,5.91,107.9,watermelon
29.51,50.17,28.5,28.28,70.78,6.1,85.1,watermelon
29.35,42.15,27.45,31.5,77.69,6.55,103.37,watermelon
31.81,51.28,33.8,27.83,73.18,6.39,80.08,watermelon
26.58,47.5,20.88,26.5,71.47,6.31,74.64,watermelon
27.37,47.77,30.34,30.88,70.22,5.96,107.73,watermelon
29.85,36.07,26.0,32.13,69.23,6.48,87.83,watermelon
27.98,43.47,19.5,26.07,72.26,5.98,109.95,watermelon
19.97,44.83,23.12,28.3,68.81,6.77,74.91,watermelon
27.39,33.37,38.0,29.8,72.41,6.64,97.21,watermelon
29.1,42.66,32.82,28.02,71.36,6.44,99.16,watermelon
27.43,35.0,37.49,27.68,74.96,6.25,75.6,watermelon
34.26,43.27,36.68,28.64,74.11,5.67,87.5,watermelon
21.64,40.13,32.36,27.79,74.59,5.94,108.28,watermelon
34.55,47.07,28.28,24.75,73.75,6.16,80.32,watermelon
25.22,49.17,24.31,29.94,72.65,6.09,104.67,watermelon
36.16,40.52,28.78,30.24,74.75,6.16,90.42,watermelon
16.91,38.11,24.3,30.37,71.27,6.12,94.86,watermelon
23.65,49.77,36.49,32.24,74.05,6.19,119.22,watermelon
24.6,37.64,26.99,30.05,69.71,6.15,70.97,watermelon
30.41,34.41,25.34,31.43,75.54,6.31,99.13,watermelon
25.35,38.14,28.19,25.97,72.76,6.21,81.0,watermelon
35.84,45.03,33.46,28.03,72.0,6.39,97.29,watermelon
36.01,40.98,27.48,30.27,68.21,6.48,75.49,watermelon
31.19,38.76,32.38,30.81,72.46,5.84,81.55,watermelon
24.36,32.52,35.64,29.22,68.59,6.64,84.48,watermelon
29.25,37.87,19.91,26.27,70.65,6.47,100.2,watermelon
28.7,31.95,36.35,29.45,71.64,6.54,113.71,watermelon
33.77,40.76,24.98,30.98,67.9,6.78,95.42,watermelon
22.7,35.84,23.61,29.28,71.98,5.83,89.65,watermelon
21.16,44.95,29.73,28.24,68.14,6.11,88.78,watermelon
29.59,42.84,33.96,28.03,66.42,6.5,80.96,watermelon
22.47,41.78,31.51,27.94,70.38,6.08,116.25,watermelon
27.99,37.16,25.21,28.5,72.71,6.35,96.86,watermelon
23.79,39.88,33.67,26.71,70.6,6.38,108.13,watermelon
27.04,39.94,23.39,30.05,75.96,6.97,100.8,watermelon
27.75,37.4,20.61,29.35,79.05,6.58,111.75,watermelon
29.23,43.8,17.88,30.53,70.26,5.99,90.15,watermelon
26.21,38.41,30.07,27.88,72.3,5.75,91.79,watermelon
22.52,38.79,30.72,25.79,69.53,6.37,73.8,watermelon
36.89,48.02,27.53,27.43,72.61,5.77,64.97,watermelon
25.7,41.33,30.47,27.77,75.82,5.75,77.93,watermelon
30.43,36.19,24.0,29.25,68.84,6.16,84.5,watermelon
23.69,31.49,30.7,26.51,71.5,6.05,91.9,watermelon
27.25,42.97,26.36,31.49,66.46,6.13,107.54,watermelon
30.38,37.13,25.96,26.99,73.8,5.98,98.83,watermelon
29.32,53.84,31.57,27.38,67.62,6.12,93.21,watermelon
16.95,38.43,31.49,27.94,74.91,5.73,105.15,watermelon
32.57,46.78,22.17,29.63,69.99,5.78,88.79,watermelon
23.48,46.6,32.57,26.7,69.83,6.09,93.91,watermelon
33.03,45.45,30.26,28.48,66.68,6.59,88.29,watermelon
35.77,42.98,40.13,30.21,67.7,6.02,92.46,watermelon
23.63,40.11,23.17,29.01,72.71,5.9,124.1,watermelon
28.32,37.92,21.85,29.12,71.22,6.43,92.85,watermelon
22.03,50.35,32.18,28.49,72.49,6.34,73.57,watermelon
28.79,39.75,32.54,27.52,70.19,6.7,113.46,watermelon
11.52,47.78,29.63,27.58,68.98,5.92,84.8,watermelon
22.36,35.23,24.8,29.65,72.15,6.37,94.0,watermelon
21.47,44.47,24.98,30.29,68.5,5.99,89.58,watermelon
31.37,42.88,30.1,32.77,66.49,5.89,78.78,watermelon
19.15,38.4,33.44,27.82,71.0,5.68,83.05,watermelon
25.69,45.21,21.63,28.09,75.26,6.07,63.27,watermelon
34.4,45.67,34.35,25.51,76.54,5.97,87.36,watermelon
24.49,46.73,29.1,29.96,72.23,6.17,80.8,watermelon
37.06,34.68,32.06,29.75,75.46,6.62,92.94,watermelon
30.65,50.82,29.67,26.87,70.85,5.81,100.58,watermelon
33.32,41.39,21.9,31.04,66.67,5.74,92.32,watermelon
29.26,44.11,29.67,32.52,72.2,6.51,106.8,watermelon
21.54,41.15,40.62,27.99,69.98,6.25,87.97,watermelon
24.03,39.58,37.16,28.73,68.02,5.75,128.1,watermelon
26.88,44.17,26.14,29.64,76.38,6.0,101.88,watermelon
20.97,52.11,31.34,28.17,71.11,6.05,88.12,watermelon
15.76,41.51,29.3,29.98,70.43,5.97,94.88,watermelon
19.94,42.72,20.69,31.24,74.05,5.92,104.92,watermelon
28.56,36.95,19.89,29.63,69.62,6.53,95.21,watermelon
24.5,50.99,32.88,21.69,70.54,5.78,83.0,watermelon
27.28,43.77,31.31,31.16,73.91,6.37,98.02,watermelon
34.43,40.42,28.55,25.19,75.17,6.18,139.0,watermelon
25.97,42.44,32.73,26.8,73.08,6.21,90.44,watermelon
33.86,37.48,31.37,31.91,69.88,6.11,130.18,watermelon
30.37,39.47,34.01,27.86,67.31,6.61,78.45,watermelon
40.26,39.55,40.67,26.26,75.08,6.35,107.57,watermelon
32.84,39.51,23.46,28.9,72.67,6.06,99.16,watermelon
29.65,37.45,31.97,28.47,69.9,6.44,83.35,watermelon
25.72,42.36,36.87,29.39,73.58,6.11,93.82,watermelon
27.76,43.47,28.52,31.68,70.88,5.69,136.14,watermelon
26.36,48.57,37.02,30.89,71.41,6.29,75.88,watermelon
37.95,37.74,28.73,29.2,71.68,6.0,115.92,watermelon
32.75,43.61,28.0,31.13,70.61,6.67,96.67,watermelon
34.15,41.43,30.36,31.45,78.58,6.67,108.16,watermelon
30.95,39.47,31.48,27.17,73.13,6.33,65.59,watermelon
28.19,44.07,29.58,29.72,67.97,5.97,110.52,watermelon
28.0,43.7,27.27,29.04,65.09,6.45,122.12,watermelon
22.67,37.3,32.2,31.95,71.99,5.83,91.87,watermelon
22.85,38.66,28.48,27.14,69.67,6.22,98.23,watermelon
20.88,43.98,28.09,30.44,74.34,6.04,104.21,watermelon
23.82,48.62,26.0,29.71,71.44,5.89,108.51,watermelon
24.93,33.5,15.59,27.25,76.13,6.58,84.22,watermelon
26.13,39.68,23.33,27.1,74.94,6.35,99.1,watermelon
21.32,42.5,18.48,30.69,72.78,5.8,119.25,watermelon
19.02,44.65,32.78,26.52,71.89,5.71,52.3,watermelon
22.66,38.92,33.22,29.13,72.28,5.9,87.05,watermelon
23.35,35.88,27.03,29.15,70.28,6.1,105.42,watermelon
25.5,35.33,32.82,29.53,72.99,6.39,101.85,watermelon
28.14,53.96,23.58,27.83,74.9,6.24,106.37,watermelon
28.85,48.87,24.96,31.68,75.51,5.84,104.46,watermelon
27.78,38.97,20.56,26.98,74.12,6.44,91.84,watermelon
32.08,46.73,30.77,27.56,73.32,6.35,105.11,watermelon
32.33,35.19,27.45,25.2,74.24,6.14,101.46,watermelon
20.62,49.0,24.03,30.55,72.35,6.14,90.95,watermelon
24.81,48.48,30.06,26.46,70.85,6.24,108.47,watermelon
24.98,39.31,30.12,30.75,67.89,6.35,88.04,watermelon
30.38,58.01,34.02,29.51,72.16,6.05,72.32,muskmelon
36.1,42.58,26.68,30.05,66.94,6.17,129.62,muskmelon
23.7,41.72,32.7,27.52,67.32,6.05,122.65,muskmelon
33.31,50.93,34.31,28.58,72.8,6.1,103.97,muskmelon
35.48,55.72,44.74,28.14,73.42,5.6,123.28,muskmelon
28.37,46.79,37.21,27.69,70.59,6.88,94.24,muskmelon
26.57,57.07,37.63,31.84,72.59,6.0,109.68,muskmelon
27.08,48.04,34.62,24.76,67.56,7.06,103.58,muskmelon
31.12,57.06,33.02,27.82,72.97,6.28,88.8,muskmelon
20.73,43.32,30.27,28.32,68.17,7.05,84.14,muskmelon
39.0,49.1,39.03,29.49,63.35,6.4,96.07,muskmelon
26.34,50.3,43.58,22.65,68.4,6.03,101.08,muskmelon
30.37,44.97,38.45,31.27,77.98,6.18,72.69,muskmelon
34.8,56.05,39.07,31.21,69.32,6.22,101.73,muskmelon
30.35,51.32,39.85,30.1,71.53,6.47,111.92,muskmelon
22.19,49.05,35.26,28.43,69.74,6.53,91.38,muskmelon
37.65,50.37,35.75,26.6,72.45,6.46,88.67,muskmelon
31.72,51.15,37.76,28.97,70.28,6.71,118.57,muskmelon
35.69,45.06,29.71,26.91,75.86,6.48,131.9,muskmelon
31.4,46.71,34.63,27.82,67.68,6.06,107.52,muskmelon
37.27,60.22,32.83,27.29,67.69,6.74,112.22,muskmelon
27.62,43.49,39.76,28.77,72.28,6.14,71.83,muskmelon
27.63,51.44,45.56,27.14,76.83,6.65,79.1,muskmelon
33.07,52.32,22.87,29.29,73.52,6.52,99.07,muskmelon
31.14,46.84,29.12,26.62,68.75,6.43,91.65,muskmelon
27.65,51.8,36.85,26.92,71.52,6.26,100.95,muskmelon
36.88,44.98,29.14,27.71,65.91,6.32,95.79,muskmelon
19.68,50.65,34.09,30.36,70.65,6.62,117.85,muskmelon
31.34,48.0,27.13,30.48,69.56,6.1,111.1,muskmelon
21.1,45.85,39.54,27.12,67.85,6.28,69.85,muskmelon
35.58,47.39,33.64,27.46,70.04,6.6,99.22,muskmelon
25.19,50.88,37.49,28.41,73.23,6.41,116.67,muskmelon
39.04,50.91,31.26,27.74,73.72,5.95,94.12,muskmelon
30.29,43.67,39.36,28.75,67.87,6.58,97.62,muskmelon
27.55,44.44,37.18,29.88,68.54,6.56,123.73,muskmelon
25.71,49.78,39.15,27.81,73.71,7.06,105.15,muskmelon
30.83,52.88,39.21,22.96,69.99,6.28,105.95,muskmelon
31.03,47.57,30.68,29.47,74.97,6.15,79.04,muskmelon
32.1,47.86,40.85,25.54,68.39,5.76,120.62,muskmelon
33.25,45.68,28.39,25.54,71.24,6.07,101.56,muskmelon
42.21,46.26,30.19,28.76,66.32,6.92,121.05,muskmelon
31.18,43.51,32.87,27.41,71.15,6.71,84.45,muskmelon
37.05,51.09,32.46,25.83,70.35,6.08,115.36,muskmelon
26.38,50.74,34.6,26.88,69.69,6.72,82.12,muskmelon
29.94,44.24,34.81,26.63,64.7,6.08,124.57,muskmelon
33.23,49.06,33.59,27.9,68.71,6.56,101.51,muskmelon
26.14,49.27,22.71,28.83,65.77,6.37,82.08,muskmelon
32.01,50.89,42.51,24.92,72.93,6.44,93.24,muskmelon
35.8,46.82,38.59,26.02,68.1,6.68,122.28,muskmelon
31.82,34.06,34.0,28.06,69.3,6.5,92.85,muskmelon
36.19,42.17,41.18,31.1,67.26,6.13,106.16,muskmelon
26.06,45.54,40.51,29.48,75.94,6.45,90.84,muskmelon
32.26,47.25,34.32,27.95,67.2,6.48,78.87,muskmelon
28.42,47.41,23.7,29.54,63.84,6.6,80.61,muskmelon
29.98,50.6,45.99,28.23,64.05,6.69,96.52,muskmelon
32.35,50.79,23.87,28.01,68.77,6.77,110.91,muskmelon
23.86,54.31,37.25,24.91,70.17,6.71,81.79,muskmelon
38.89,40.44,31.04,26.11,74.13,6.25,82.56,muskmelon
34.23,51.31,38.34,27.46,70.76,6.2,125.12,muskmelon
37.72,53.41,38.97,29.04,66.27,6.59,101.71,muskmelon
38.32,52.04,37.75,24.63,69.73,6.23,103.79,muskmelon
29.92,46.62,37.3,27.14,70.36,5.94,87.51,muskmelon
35.28,41.85,41.23,29.95,69.2,7.3,118.65,muskmelon
27.25,51.73,35.33,26.45,66.79,6.7,91.03,muskmelon
31.49,43.39,31.26,27.75,71.16,5.62,100.25,muskmelon
28.27,55.01,49.71,27.28,64.83,6.44,96.92,muskmelon
41.86,56.33,39.33,26.83,72.03,6.48,103.62,muskmelon
24.21,53.31,35.54,27.8,68.2,6.16,104.76,muskmelon
23.25,51.95,29.73,23.88,75.47,6.14,89.17,muskmelon
37.67,57.27,27.33,26.09,67.35,6.68,124.59,muskmelon
26.6,55.07,31.45,28.67,66.19,6.36,98.33,muskmelon
30.42,49.92,29.96,26.23,71.31,6.8,99.66,muskmelon
34.52,51.79,39.15,26.09,67.67,6.19,128.93,muskmelon
34.54,50.32,36.83,25.36,75.81,6.54,110.85,muskmelon
23.17,51.9,33.22,25.35,67.14,6.02,80.77,muskmelon
32.3,46.07,36.67,31.35,69.61,5.73,96.37,muskmelon
37.97,47.57,42.65,28.91,64.49,6.43,104.46,muskmelon
37.4,57.1,39.54,28.88,72.03,6.35,78.06,muskmelon
32.21,49.83,28.98,30.65,73.02,5.99,120.49,muskmelon
30.46,44.11,40.4,27.9,75.7,6.14,74.03,muskmelon
30.6,51.95,30.36,25.34,70.69,5.96,104.6,muskmelon
30.3,50.47,28.08,30.6,69.45,6.63,114.4,muskmelon
26.21,52.41,27.87,25.26,75.89,6.73,131.1,muskmelon
30.15,48.51,37.64,27.98,67.76,6.13,103.21,muskmelon
26.67,42.53,36.97,27.81,72.81,6.27,91.28,muskmelon
34.12,43.94,31.71,26.76,69.37,6.93,79.35,muskmelon
